,texture,watermark,variance,skewness,kurtosis,entropy,target
0,"[88.43721845389116, 0.984230507162521, 0.049211669268426315, 0.554752529947188, 0.11111111111109694]","[0.01649876 0.02905743 0.01863202 0.05848433 0.0755247  0.09519026
 0.03927578 0.03234077 0.63499595]",2860.4550048967767,-0.8677933999409536,-0.12256407730999985,7.491597732495899,0.0
0,"[154.153645096899, 0.9754759002694374, 0.026423178892135316, 0.34458418956285075, 0.11111111111110275]","[0.02919248 0.04367544 0.0275927  0.05531157 0.06833063 0.06860803
 0.04244655 0.03649655 0.62834606]",3260.419699963433,-0.7656689533059712,-0.3192629227915602,7.621198382214926,0.0
0,"[46.2918024195208, 0.9938767872091919, 0.04324773856915341, 0.5432243448476797, 0.11111111111109806]","[0.01953988 0.04061923 0.02269696 0.0771064  0.08534661 0.13772134
 0.05520622 0.04869337 0.51307   ]",4281.809168617636,-0.12197852290667915,-1.230774261893549,7.783801034817367,0.0
0,"[33.925305974984305, 0.9951546205853639, 0.046601990849078574, 0.5992217703733792, 0.1111111111110973]","[0.01565262 0.0370759  0.01848552 0.07078169 0.07112479 0.13328725
 0.05302791 0.04790911 0.55265519]",3817.3103159273087,-0.33896561912216866,-1.1438477669552138,7.661663331930017,0.0
0,"[24.228048946040072, 0.9972849599690344, 0.05309342420897523, 0.6042893169886911, 0.11111111111109664]","[0.01311413 0.03069188 0.01655517 0.05873411 0.07071931 0.10079948
 0.04264946 0.03562445 0.63111201]",4700.294800409191,-0.3192632111731353,-1.4829285025425198,7.497614973349073,0.0
0,"[65.3499898600252, 0.9924610891102141, 0.05300603501288246, 0.52863319218068, 0.11111111111109878]","[0.01945949 0.03412836 0.02041273 0.05725246 0.06821076 0.09189306
 0.03854835 0.03610426 0.63399054]",4444.51469416548,-0.5552084820785683,-1.1625059890699376,7.5240130158512155,0.0
0,"[66.59227343877579, 0.9895413047731925, 0.036556906518458145, 0.3415853910799678, 0.11111111111110333]","[0.02102319 0.03252642 0.02120868 0.04051852 0.05249459 0.04887479
 0.03067695 0.02807815 0.72459872]",3213.2978798117024,-1.1123491262551213,0.06672342288523847,7.289287334038905,0.0
0,"[42.90808643905328, 0.9930562758542923, 0.06444431635395695, 0.5995778194546069, 0.11111111111109594]","[0.01760488 0.02905029 0.01890138 0.04283046 0.05195439 0.06350085
 0.03174043 0.02817363 0.71624369]",3205.5904142620957,-0.7614414879084329,-0.546512017004996,7.4753286062512965,0.0
0,"[173.55575865930618, 0.972082526339889, 0.03883076350864597, 0.3748468330978782, 0.11111111111110104]","[0.03378841 0.04871344 0.03084726 0.06307546 0.07978957 0.08137616
 0.04587623 0.04326316 0.57327033]",3313.6984087070996,-0.4265813626969972,-0.9549442620479911,7.639879197206204,0.0
0,"[111.79667732442743, 0.9776344551751431, 0.030913683186576786, 0.3768967788420145, 0.11111111111110014]","[0.0297851  0.04254419 0.0276715  0.06887033 0.09090698 0.09337969
 0.04547987 0.03770992 0.56365241]",2630.0973534561554,-0.49284808276588293,-0.5892173301612749,7.561509181885677,0.0
0,"[110.61972389396274, 0.978744634888385, 0.026312969873618763, 0.267793339521343, 0.11111111111110229]","[0.0280769  0.03817895 0.03205242 0.06586406 0.09071776 0.07269454
 0.04143226 0.03086492 0.60011818]",2559.5719803682414,-0.6350037286030435,-0.6129464685369217,7.459471866890244,0.0
0,"[88.14684069253207, 0.9794163438714368, 0.03378597353034625, 0.3564181195615726, 0.11111111111110085]","[0.03150749 0.0471855  0.0318384  0.06928254 0.0959517  0.08692889
 0.0481525  0.0397492  0.54940379]",2210.2487584292526,-0.4231674209974809,-0.5879756857189151,7.4663644310209385,0.0
0,"[204.66837594114233, 0.9447174351597499, 0.046433463817670335, 0.5322376994618143, 0.11111111111109676]","[0.02144335 0.03138447 0.01603587 0.04481673 0.05504653 0.07343126
 0.03235446 0.028347   0.69714032]",1905.8845099337796,-0.686844385296155,0.029853409820827626,7.361258363597954,0.0
0,"[97.82789525323051, 0.9809544307572705, 0.0427122519088724, 0.5226587694086037, 0.11111111111109931]","[0.0238945  0.04173364 0.02616911 0.06925184 0.07834076 0.10909146
 0.04988866 0.04483739 0.55679264]",2681.5871905151353,-0.3600138523831175,-0.871596966676857,7.560024089201173,0.0
0,"[48.05194903260323, 0.991518724045373, 0.05111596908042977, 0.5580941152631721, 0.11111111111109588]","[0.01789696 0.02901603 0.02142054 0.0689109  0.09646643 0.12165602
 0.04289409 0.03404341 0.56769561]",2878.23020309218,-0.46543623668393247,-0.8183992814024434,7.524770753846347,0.0
0,"[27.093290672418064, 0.9953367829327396, 0.05502509596423057, 0.5680365841101102, 0.11111111111109707]","[0.01504971 0.03207299 0.0209448  0.07097929 0.09979548 0.11646986
 0.04870622 0.03722058 0.55876107]",2942.425783896391,-0.5044719720181834,-0.8553772056961702,7.445590966810359,0.0
0,"[46.98755604369052, 0.9932464571748382, 0.06229671484220753, 0.5545282705322233, 0.11111111111109878]","[0.01878723 0.03326978 0.02288436 0.05704457 0.07067476 0.08894295
 0.04051172 0.03688204 0.6310026 ]",3473.512073052103,-0.6429056524970156,-0.9387952000454529,7.349543077000888,0.0
0,"[58.11600496277915, 0.9878390279921592, 0.03817033197847134, 0.5517169399656212, 0.11111111111109877]","[0.02076122 0.03907992 0.02224138 0.07283208 0.07804511 0.13402364
 0.05184921 0.04907097 0.53209647]",2543.571287384269,-0.39490657076012975,-0.7779767245051401,7.561059173757691,0.0
0,"[90.93328850833836, 0.9812038653136725, 0.036409643890688535, 0.47325992265876526, 0.11111111111109921]","[0.02615426 0.04333433 0.02866074 0.08193311 0.09833581 0.13458914
 0.05702027 0.04961831 0.48035402]",2589.152397575557,-0.17481314139039708,-0.8617704622193831,7.5880552427878465,0.0
0,"[88.23934572434933, 0.9833621621410988, 0.039125731641346514, 0.5435426125110429, 0.11111111111109849]","[0.01898474 0.03962219 0.02212889 0.07436508 0.07951283 0.13000208
 0.05373568 0.04914762 0.53250087]",2827.959178738506,-0.3255226290731832,-0.9564374373517501,7.600623741696891,0.0
0,"[245.1510253821327, 0.9567413612543153, 0.029136681604594494, 0.32256384404409644, 0.1111111111111031]","[0.04118788 0.06004736 0.0386055  0.06900713 0.07839775 0.08387483
 0.05439036 0.05516283 0.51932635]",3039.070384222955,-0.3715818750540944,-0.947881881452934,7.624581273337872,0.0
0,"[4.576319159274941, 0.9983468102436137, 0.07769673796387674, 0.6781776359849528, 0.11111111111108933]","[0.00480647 0.01036053 0.00457835 0.0217955  0.04037974 0.04370389
 0.01624019 0.01008504 0.84805028]",1336.2374507369063,-1.4811655045837426,1.7612470690573252,6.676153721515566,0.0
0,"[163.44837889849668, 0.9752800935718366, 0.04856561967419674, 0.482229384368831, 0.11111111111109968]","[0.02630308 0.03990748 0.02546889 0.06890401 0.08385882 0.11282334
 0.04724971 0.04201933 0.55346533]",3615.695465165042,-0.3566530462567624,-1.0775952489626743,7.670092368533128,0.0
0,"[74.82957581713924, 0.985087641173756, 0.048714363693673185, 0.5740943396969336, 0.11111111111109757]","[0.01601207 0.02690525 0.01412493 0.04083806 0.0436985  0.06683214
 0.02812236 0.02826115 0.73520554]",2623.545295331412,-1.0386328835720589,0.6472710568470181,7.457064429982266,0.0
0,"[64.19947189152518, 0.9848789950925664, 0.06093659387168442, 0.5807430694562984, 0.11111111111109757]","[0.01686393 0.02697941 0.01575856 0.03785427 0.04339497 0.05632386
 0.02925478 0.0273221  0.74624813]",2176.057784121761,-1.1550718074093174,0.6684688734239734,7.21155039842578,0.0
0,"[336.7353302279453, 0.9380817842739939, 0.0470076389687598, 0.5089274228398977, 0.11111111111109981]","[0.02572058 0.03326455 0.01875164 0.04290288 0.04258401 0.06639464
 0.0320413  0.03190808 0.70643232]",2878.2668598695054,-0.8896505599295367,0.14054736747957364,7.546311802661534,0.0
0,"[277.1212404923215, 0.9495950284653201, 0.052392724278957914, 0.4710890977263506, 0.11111111111110113]","[0.02291231 0.03083307 0.01945983 0.03612267 0.04089049 0.04457699
 0.02821029 0.02766669 0.74932765]",2992.417350149254,-1.1005565448629995,0.3297032102076263,7.394467368055581,0.0
0,"[22.58636047261908, 0.9935500888462595, 0.1030017014797954, 0.7439519864821283, 0.11111111111108649]","[0.00600956 0.01216737 0.00574444 0.02299245 0.02827068 0.0429734
 0.01526489 0.01441361 0.85216359]",1919.382684825874,-1.937962720989008,3.3793803801332265,6.734485945038887,0.0
0,"[245.92606058161968, 0.9561604696802589, 0.06893821746175048, 0.5599615137277247, 0.1111111111110966]","[0.01290334 0.0204727  0.01085569 0.03474562 0.03730229 0.05671649
 0.02155957 0.02171644 0.78372785]",2821.083873872265,-1.3658845375488113,0.7136189157447634,6.872620215668691,0.0
0,"[68.76319798209522, 0.9844975132754894, 0.06335695429571794, 0.5299214988500588, 0.11111111111109946]","[0.01388586 0.02270186 0.01345358 0.0324837  0.03692094 0.04797788
 0.0234745  0.02275719 0.78634449]",2191.034324891242,-1.4694544761541692,1.3091539453645762,6.818032167960473,0.0
0,"[30.691583206874068, 0.9937569811772332, 0.07194142329356701, 0.6223337717469324, 0.11111111111109585]","[0.00858224 0.01575449 0.00864926 0.03190277 0.03903662 0.0547897
 0.02013632 0.01869241 0.80245619]",2472.504690922623,-1.5266179390795571,1.3495338108785404,6.8557971271178175,0.0
0,"[257.8307598376011, 0.9521269823415087, 0.05902338149682102, 0.4811204880516152, 0.1111111111110999]","[0.02184693 0.02872329 0.01713959 0.03560644 0.04095063 0.04704912
 0.0257049  0.02451516 0.75846394]",2860.098408507382,-1.2485593093742826,0.5098671283907517,7.137454265695061,0.0
0,"[107.19035711630401, 0.9767975976250132, 0.042030555011145415, 0.34642936122689844, 0.11111111111109763]","[0.01514071 0.02031434 0.0146945  0.03686719 0.05894233 0.04666546
 0.02204403 0.0155403  0.76979115]",2193.521186907318,-1.3677863456431987,0.9474709629291844,6.934602724649029,0.0
0,"[33.88774184918621, 0.9918862646577874, 0.085094621554969, 0.6456980738706161, 0.11111111111109552]","[0.00895678 0.01463427 0.00936441 0.03004351 0.03137642 0.04989903
 0.01944041 0.01800256 0.8182826 ]",2074.6055471614586,-1.7207649962091023,2.1865579202735006,6.666506002734819,0.0
0,"[59.43694761201104, 0.9847874723958997, 0.08074540560884012, 0.5792029764526881, 0.11111111111109681]","[0.00898971 0.01447699 0.00854474 0.02266893 0.02644311 0.03506981
 0.01524781 0.01496534 0.85359356]",2045.0144700152039,-2.094906291827999,3.5902676638190245,6.433006772464422,0.0
0,"[11.31710107579988, 0.9968645665536909, 0.10706149271787818, 0.6819110634513805, 0.11111111111109097]","[0.00903226 0.01779294 0.01019595 0.03403985 0.05432208 0.05864037
 0.02341411 0.0185299  0.77403253]",1714.178963730384,-1.2588179310990972,0.793674802295135,6.76683743892319,0.0
0,"[25.571302029189848, 0.9930902010872678, 0.061994524941833135, 0.5675469988473801, 0.11111111111109685]","[0.01092247 0.01955116 0.01281417 0.03350263 0.04834247 0.04913941
 0.02347865 0.01901793 0.78323112]",1760.3859801369983,-1.383640948694165,1.1927360709839734,6.8761018838175065,0.0
0,"[37.57676649646113, 0.9862469608575659, 0.0993881518441459, 0.6274012828150964, 0.11111111111109347]","[0.01144724 0.01467683 0.00840305 0.01909856 0.02867078 0.0244079
 0.01291106 0.01016907 0.87021551]",1425.8127670545255,-1.8178981667932834,3.384222814430414,6.583653648689212,0.0
0,"[70.06415973630091, 0.9755488128178326, 0.10504776320949366, 0.6248743521556097, 0.11111111111109309]","[0.01259765 0.01729098 0.01056286 0.02448596 0.03453774 0.03230004
 0.01643729 0.01377445 0.83801302]",1554.785148734528,-1.7895848931796272,3.4143164961587145,6.7503910153196,0.0
0,"[36.28270324426087, 0.991412030202586, 0.05658538468279489, 0.5236834727889447, 0.11111111111109685]","[0.01655675 0.02615866 0.01694605 0.04865255 0.07628714 0.07152637
 0.03229589 0.02343991 0.68813668]",2311.5004348656034,-1.2478570919938363,1.1329598203146363,7.2312823224414915,0.0
0,"[33.37891110942941, 0.9915603006331312, 0.04306648803402869, 0.40634230658739784, 0.11111111111110106]","[0.0157165  0.02277071 0.01449433 0.03450555 0.05567084 0.04814155
 0.02356359 0.01727447 0.76786245]",2227.524003260508,-1.5325665660064285,1.9771986298823165,7.101744246503578,0.0
0,"[99.33655431043525, 0.9763936971264251, 0.054261237989271204, 0.397062530868123, 0.1111111111111013]","[0.01670797 0.02321352 0.01612704 0.02930447 0.03989868 0.03260954
 0.02007825 0.01911424 0.80294628]",2008.157797488433,-1.6226857373020227,1.843440653810445,6.746978784497228,0.0
0,"[23.988297373763128, 0.994011673685159, 0.0708882847624376, 0.565388406909577, 0.11111111111109466]","[0.01330368 0.02132133 0.01459445 0.03980702 0.06719847 0.0609183
 0.02754856 0.01999837 0.73530982]",1921.6824941758327,-1.0317254180995212,0.009011568903815714,6.941187300070011,0.0
0,"[810.5097731267765, 0.8777463769867433, 0.014453746322990962, 0.1095147710404913, 0.1111111111111058]","[0.05389346 0.05472724 0.03148866 0.0349847  0.03441688 0.0335675
 0.0301321  0.04041856 0.6863709 ]",3284.96625521929,-0.5823121509458659,-0.767497303517795,7.614596762977217,0.0
0,"[265.03597799144194, 0.942097603720709, 0.04140091484866436, 0.3230758140756862, 0.11111111111110034]","[0.02930082 0.031816   0.0202284  0.03903927 0.05347553 0.04452183
 0.02604485 0.02160727 0.73396603]",2171.1592146326198,-1.045097002021004,0.20496396489863322,7.147904070860171,0.0
0,"[20.95568764629113, 0.9939705450516819, 0.07213146505877416, 0.5523397493541258, 0.1111111111110941]","[0.00801259 0.01361576 0.01104665 0.0327971  0.05688182 0.04893783
 0.02185705 0.01332525 0.79352596]",1586.1915969125262,-1.519097392604732,1.4914028986198504,6.672565664226856,0.0
0,"[53.533620488789936, 0.9876888644084372, 0.06824852144419741, 0.5119425198944547, 0.11111111111109556]","[0.01804022 0.02754973 0.01915505 0.05266142 0.0903623  0.07741018
 0.03601201 0.0239928  0.6548163 ]",2076.2651907905997,-0.686690446285246,-0.5861806614593417,7.138613961550963,0.0
0,"[15.540370791163653, 0.9967234883886729, 0.08133010876216216, 0.6144459826323315, 0.11111111111109384]","[0.00933986 0.0176505  0.01121347 0.0366973  0.06473214 0.0636252
 0.02509103 0.01841767 0.75323282]",2250.451212758227,-1.3559451680352483,0.9882228224033605,6.931300192589343,0.0
0,"[92.63990285870949, 0.9799870394955033, 0.05732224724226844, 0.44039819976533684, 0.11111111111109999]","[0.02672267 0.0384712  0.02620238 0.05100805 0.06997828 0.06248349
 0.03706512 0.0319284  0.65614042]",2235.7041743958193,-0.6216949457946042,-0.7480675808347974,7.205371328330929,0.0
0,"[62.015240415317436, 0.987864651641025, 0.08864818196656743, 0.5309509783277668, 0.111111111111098]","[0.01685406 0.02479572 0.01546191 0.03459415 0.04130957 0.04196176
 0.02498328 0.01982939 0.78021016]",2708.72472332018,-1.391970661218333,0.8440323696660035,6.843296558216121,0.0
0,"[105.15782596948782, 0.9594402670462505, 0.041116689873433115, 0.30752277708803283, 0.11111111111110211]","[0.00907648 0.01240827 0.0078962  0.01312989 0.01615458 0.01331164
 0.00894234 0.01007766 0.90900293]",1359.6185846725207,-2.586961486624086,7.051157285096901,6.385692797139544,0.0
0,"[46.00656160922562, 0.9823852401568383, 0.049524842532603724, 0.41028091208927775, 0.11111111111110067]","[0.00666864 0.01034975 0.00657955 0.01566009 0.02525296 0.01936841
 0.01005435 0.00875951 0.89730675]",1375.6922914353927,-2.4779059579489697,6.253667445219257,6.411187568157839,0.0
0,"[108.5132431224086, 0.9616673978249434, 0.03401140377653458, 0.2894764124312018, 0.11111111111110192]","[0.01090546 0.0147368  0.00937918 0.01508903 0.01793155 0.01515797
 0.01001959 0.01186342 0.89491699]",1491.179184415355,-2.3317839887196556,5.6766453332095725,6.614662728475421,0.0
0,"[34.40805764550781, 0.9888571316852277, 0.04420522842308385, 0.3755636098902594, 0.11111111111110168]","[0.00820015 0.01309148 0.00878979 0.02096529 0.03220622 0.02561556
 0.01376035 0.01130373 0.86606745]",1621.4130802737204,-2.1932014838062477,4.430893357941884,6.526355715541128,0.0
0,"[164.28881170780411, 0.9697781365205895, 0.03893592856981499, 0.4026469312894479, 0.1111111111110982]","[0.02654863 0.03356336 0.02071136 0.05299017 0.08548905 0.07638478
 0.03376021 0.02550971 0.64504275]",2989.062588232892,-0.9366543207632739,-0.0749957580640439,7.42091562886253,0.0
0,"[74.51708950859458, 0.9782110933088004, 0.03519648723601806, 0.351560014056691, 0.11111111111110279]","[0.02003678 0.02630209 0.01574263 0.0252961  0.02977291 0.02917265
 0.01957613 0.02053243 0.81356829]",1828.002939836819,-1.5031477433810208,1.9516890897715342,7.050274680645505,0.0
0,"[145.44804955676196, 0.9715518437260096, 0.0397217654104297, 0.41200670162765435, 0.11111111111109952]","[0.01886247 0.02668891 0.01842638 0.04218956 0.06035828 0.05065085
 0.02733073 0.02225706 0.73323578]",2686.4337930315323,-1.3145286376385552,0.9161652264235989,7.2155568925261155,0.0
0,"[115.15144649810743, 0.9793843312574245, 0.035224311026928135, 0.37995483201860214, 0.11111111111109995]","[0.02284578 0.03206337 0.02167438 0.05031007 0.0733065  0.06117521
 0.0318676  0.02562576 0.68113133]",2934.677538035843,-1.1240545261981472,0.2299184410834081,7.297381649342845,0.0
